"title","asin","brand","stars","reviewsCount","thumbnailImage","breadCrumbs","description","price","price/currency","price/value","url"
"Sunbeam Heating Pad for Back, Neck, and Shoulder Pain Relief with Auto Shut Off, Extra Large 12 x 24"", Teal","B00474Z0Q4","Sunbeam","4.4","63184","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/71zrQisetiL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","This Sunbeam Premium King-Size Heating Pad delivers soothing heat therapy for common muscle pain and joint pain. The 12 x 24-inch flexible, plush extra-large heating pad provides more coverage on large muscle groups to help accelerate tissue healing and relax sore muscles associated with muscle tension and stress. Customize treatment with 4 different heat settings and 2-hour auto-shutoff. This Sunbeam heating pad has convenient features such as an easy-to-use push-button controller with LED heat-setting lights for visibility in the dark, and a long 9-foot cord. For optional moist heat therapy, spray fabric with water for deep, penetrating relief to joint pain and muscle pain. The entire flexible, plush hot pad is fully machine washable for easy care; just disconnect the controller.",,,,"https://www.amazon.com/dp/B00474Z0Q4"
"Heating pad - Electric Heating pad - Best Heating pad for Back Pain and Cramps Relief - 2 Hour auto Off - Measures 24"" X 12"" - Moist Heating pad with Many Adjustable Setting - Heats Fast","B089ZXFQLW","Medical king","4.5","5943","https://images-na.ssl-images-amazon.com/images/I/912TGSmseFL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","heating pad for cramps heating pad for back or neck heating pad - adjustable settings moist heat pack will relief you a lot pf pain, great heating pad pregnancy use - or for massaging heating pad - EXTREMELY SOFT AND COMFORTABLE",,"$","10","https://www.amazon.com/dp/B089ZXFQLW"
"Ruqiji 17''x33'' XXXL King Size Heating Pad with Fast-Heating Technology&6 Temperature Settings, Flannel Electric Heating Pad/Pain Relief for Back/Neck/Shoulders/Abdomen/Legs (Dark Teal)","B08C9KJSRX","RUQIJI","4.5","3417","https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/61MKT25y0+L._AC_SX300_SY300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","39.99","https://www.amazon.com/dp/B08C9KJSRX"
"Weighted Heating Pad, EVAJOY 17''x 33"" Extra-Large Electric Heating Pad for Back Pain Relief w/ 6 Heat Settings 2H Auto Shut-Off, 4.9lbs BPA-Free Beads Heat Pad for Shoulder Arms Legs Cramps Washable","B09W8G4X22","Evajoy","4.6","65","https://m.media-amazon.com/images/I/81bE8awJl+L._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","43.99","https://www.amazon.com/dp/B09W8G4X22"
"JOBYNA Heating Pad for Back Pain Relief, Upgraded Fast Electric Heating Pads with Straps, 86-158℉Heat Settings, 10-90min Auto-Off, Heat Therapy for Cramps, Lower Back Pain, Sciatica, Herniated Disc","B0B5RKPWRD","JOBYNA","4.7","14","https://images-na.ssl-images-amazon.com/images/I/71r60Jbp2TL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B0B5RKPWRD"
"Pure Enrichment PureRelief Express Designer Series Electric Heating Pad - Fast-Heating with 4 Heat Settings, Machine-Washable Fabric and 2-Hour Auto Safety Shut-Off - Palm Aqua (12” x 15”)","B082BJQ9QJ","Pure Enrichment","4.2","1902","https://images-na.ssl-images-amazon.com/images/I/818c2O1UFEL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B082BJQ9QJ"
"Heating Pad for Back Pain and Cramp Relief， Extra Large 17"" x 33"" Size Electric Heating Pad for Shoulder Neck Pain with 6 Temperature Level and 6 Timer Settings Auto Shut Off","B0B3MBQC57","VAAGHANM","5","14","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/81RSe1HhvJL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","37.99","https://www.amazon.com/dp/B0B3MBQC57"
"Comfier Large Heating Pad for Back Pain Relief,Soft Flannel Fast Heating Pads for Neck and Shoulders,Electric Heated Wrap,3 Heat Levels & 90-Mins Auto Shut Off,Machine Washable,Gifts for Dad,Women,Men","B09BJNHQ1T","COMFIER","4.3","547","https://images-na.ssl-images-amazon.com/images/I/71U7PKBgKHL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","45.99","https://www.amazon.com/dp/B09BJNHQ1T"
"Machine Washable Electric Heating Pad for Back Pain and Cramps Relief by Miramama - Extra Large 12""x24” - Auto Shut Off - Reversible Design - Ultra-Soft Material","B08K9CJ8NS","Miramama","4.3","62","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/61A-nc7YETL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","Want to get rid of your back pain or unbearable cramps? No need to suffer with a cheap flimsy heating pads! This high quality large heating pad is perfect, super sturdy, long lasting and heats to penetrate effectively. Relives pain in seconds.Some cool features of Miramama Heating Pad:SoftTouch surfaceSoftTouch surfaceAnti-pilling and ultra-soft microfiber materialAnti-pilling and ultra-soft microfiber materialEnough heat feeling for heat treatmentEnough heat feeling for heat treatmentOverheating protectionOverheating protectionExtra Large size 12”x24”Extra Large size 12”x24”Reversible designReversible design9ft Extra long cord9ft Extra long cordProduct Specification:ON/OFF Push Switch;IC controller box with LED indication;6 temperature levels to adjust (40℃/104℉ to 60℃/140℉);4 timer levels to adjust (30/60/90/120min.);Single circuit provides consistent temperature;Fuse inside of controller;Hand and Machine Washable.",,"$","24.97","https://www.amazon.com/dp/B08K9CJ8NS"
"Thermotex Far Infrared Heating Pad – Platinum","B003BMVF8A","Thermotex","4.2","864","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/611lbg8fVCL._SY300_SX300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","229","https://www.amazon.com/dp/B003BMVF8A"
"Thermotech Automatic Digital Moist Heating Pad Heating Pad, Beige, king 27 X14","B003H503IY","ThermoTech","4.2","680","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/61Txcv-W0TL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","The King Pad (14 Inch x 27 Inch) is reccomended for large areas such as the back and spine.Thermotech is the premiere professional grade heating pad. The Thermotech heating pad produces moist heat automatically by attracting moisture from humididty in the air. This moisture is then retained by the pad's washable outer flannel cover.",,,,"https://www.amazon.com/dp/B003H503IY"
"Heating Pad for Neck, Back, and Shoulder, Electric Heat Wrap for Pain Relief, 4 Heat Settings, 2 Hours Auto Shut Off Wearable Heated Pad Neck and Shoulder Wrap 24’‘ x 34‘’ Machine Washable Home Use","B0B3MQSHTL","CHRUN","4.7","27","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/71XLpSRcmsL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","34.99","https://www.amazon.com/dp/B0B3MQSHTL"
"Comfier Large Heating Pad for Back Pain Relief,Electric Heat Pads for Cramps,6 Heat Settings & Auto Shut Off,Gifts for Women,Men,Heating Pads for Neck and Shoulders,Back,Machine Washable,with Straps","B0B1PWV32D","COMFIER",,,"https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/81uv48h7P1L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B0B1PWV32D"
"Heating Pad for Back Pain Relief, Electric Large Cordless Heating Pad for Cramps USB Powered, 4 Heat Settings Auto-Off Heating Pads, 12 x 24 Inches","B09Z23PDZS","ALLJOY","1.5","4","https://images-na.ssl-images-amazon.com/images/I/61xrlmEK1RL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","heating pad",,,,"https://www.amazon.com/dp/B09Z23PDZS"
"DIZA100 Heating Pad Fast Heating Warming Pad 6 Temperature Settings Dry & Moist Heat Option with Auto-Off Timer 12x24 Inch (Silver Grey)","B07X45W3W9","DIZA100","4.5","2682","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/812cz9QVnnL.__AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","17.99","https://www.amazon.com/dp/B07X45W3W9"
"ALDIOUS Electric Heating Pad for Feet Ankle,Ergonomic Heated Feet Ankle Wrap Pad with Auto Shut Off,10-90 min & 86℉-158℉Setting,Thermal Dry Heat Therapy for Pain Relief,5s Fast-Heating,7.5*6.3in","B0B652HS9W","aldious","4.9","13","https://images-na.ssl-images-amazon.com/images/I/71E0nRmfdpL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B0B652HS9W"
"Tefici Weighted Heating Pad for Back Pain and Cramps-Fast Pain Relief-2 lbs Electric Heating Pad for Neck and Shoulders,12” X 24” XL Large Size Heat Pad with 3 Temperature Settings,2 Hours Auto-Off","B08MLDQ81W","Tefici","4","89","https://images-na.ssl-images-amazon.com/images/I/71zwQSqfeWL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","39.99","https://www.amazon.com/dp/B08MLDQ81W"
"Aukfa XXXL Heating Pad for Back, Neck, and Shoulder Pain Relief, Large Heating Pads for Cramps, 6 Heat Settings, Ultra Soft Heat Pad with Moist & Dry Heat Therapy, Auto Shut Off, 17 x 33 Inch, Blue","B09FLZRNZZ","Aukfa","4.4","713","https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71cMXtL+kmL._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B09FLZRNZZ"
"Weighted Heating Pad for Back Pain Relief, 3.4lb Large Electric Heating Pads for Cramps Neck Shoulder, 4 Heating Levels with Auto Shut Off, Fast Heating Dry& Moist Therapy Options Washable 20""x24""","B0B4J75L54","OCTORO","4.5","44","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/81yP0QLB43L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B0B4J75L54"
"Electric Heating Pad for Back Pain and Cramps Relief, Hot Heated Pad with Auto Shut Off, Fast Heat Heating Pad for Period Cramps - 24""x 12""","B08P44SCTF","HELLOMOTO","4.7","98","https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/716Hu3k+MgL._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B08P44SCTF"
"Sunbeam Heating Pad for Neck and Shoulder Pain Relief with Auto Shut Off and Moist Heating Option, 22 x 19"", Grey","B0753PSVY7","Sunbeam","4.5","13072","https://m.media-amazon.com/images/I/91R5PJwZ+2L._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","Provide direct, soothing heat therapy to aching neck muscles with the Sunbeam Renue Neck Heat Wrap. Uniquely designed to target the muscles in the back of head and neck, this heat pad features an extra-tall, adjustable collar that contours to the shape of your neck to provide targeted relief.This electric neck heating pad delivers gentle heat to tender muscles, increasing blood flow and allowing muscles to relax. Slightly weighted edges and a magnetic front closure help keep this heat therapy wrap around your neck and ensure a custom fit for efficient heat transfer.A controller lets you easily choose from 4 levels of muscle-relaxing heat, while a 2-hour auto-off feature helps ensure safety during extended use.This portable heat wrap comes with a soft micromink fabric cover that offers comfort and is machine washable for quick cleanup.",,"$","39.99","https://www.amazon.com/dp/B0753PSVY7"
"CAROMIO Heating Pad for Back Pain Cramps Relief Extra Large 33""x17"" Electric Heating Pad 4 Temperature Settings-2 Hours Auto Shut Off-Moist Heat Dry Therapy,Heat Pad for Shoulder Machine Washable","B0B6FM39Q2","CAROMIO","4.3","742","https://images-na.ssl-images-amazon.com/images/I/81s2B0rBqnL.__AC_SX300_SY300_QL70_ML2_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","28.99","https://www.amazon.com/dp/B0B6FM39Q2"
"Heating Pad XL Electric Heat Pads with 4 Timer Settings 12 Inch x 48 Inch Ultra-Soft Heat Pad with Auto Off and 6 Heat Setting for Back Pain Relief and Cramps (Gray, 12 Inch x 48 Inch)","B09LCWGQ3L","Zcassi","4.3","269","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/81GGL5T3Z1L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","49.98","https://www.amazon.com/dp/B09LCWGQ3L"
"Upgraded Heating Pad for Back Pain Relief, Comfytemp XL Electric Heated Back Wrap with Strap, 9 Heat Settings, 5 Auto-Off, Stay On, Backlight for Cramps, Waist, Lumbar, Abdomen, 15""x 24"" - Washable","B08CY3VNYG","Comfytemp","4.4","4126","https://images-na.ssl-images-amazon.com/images/I/71YsDQ3RydL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","36.99","https://www.amazon.com/dp/B08CY3VNYG"
"Ruqiji 26''x35'' Neck&Shoulder&Back Heating Pad with Fast-Heating Technology&6 Temperature Settings, Flannel Electric Heating Pad/Pain Relief for Back/Neck/Shoulders/Abdomen/Legs (Dark Teal)","B08ZDGNS1J","RUQIJI","4.4","564","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/51cs46-ma0S.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","Ruqiji 26"" x 35"" XXXXXL size Neck&Shoulder&Back heating pad offers double-wide therapeutic coverage for sore muscles of your neck, shoulders, back, abdomen, waist and feet. With nearly twice the surface area of standard heating pads, it is ideal for wrapping around large areas to relieve arthritic pain, muscle ache and stiff joints. Use for just 20 minutes daily (or as recommended by your doctor) to increase blood flow and reduce pain and muscle spasms. Product Specifications Material: Ultra Soft Flannel  Modes: 6 Power Heat Settings Size: 26"" x 35"", 3M Extra Long Cord Power Supply: AC 120V, 60Hz, 100W Using Time: 2-HOUR Automatic Power Frequently Asked Questions:How to set the automatic shutdown? -All our heating pad is automatically shut off and you do not need to take any action. Note: Don't sit or put the pad underneath body. Don't sharp fold the pad while using. Please read the description carefully. Our heating pad is used for increase blood flow and reduce pain and muscle spasms. It really differs from normal heating blanket which aims to warm. It has its own heating range and special use methods. Please be clear about that you surely need a heating pad for health care rather than a heating blanket for warm before your purchase.",,,,"https://www.amazon.com/dp/B08ZDGNS1J"
"Medical Grade Heating pad with Automatic Moist Heat by Thermotech, High Heat Heating pad for Back Pain and Cramps - Extra Large King Analogue - 26"" by 14""","B003M90V6Y","M PAIN MANAGEMENT TECHNOLOGIES","4.3","132","https://images-na.ssl-images-amazon.com/images/I/61go1H6yirL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B003M90V6Y"
"MABIS Heating Pad for Pain Relief with 4 Heat Options & Moist Heat for Back Pain Relief, Neck and Shoulders, Muscle Aches, Arthritis, Period Cramps, with 9ft Cord, 14.5 x 12 "", Medium","B001BJT3CK","DMI","4.4","338","https://images-na.ssl-images-amazon.com/images/I/9128CkzGPSL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","""FOUR HEATING OPTIONSWith this four setting heat pad from MABIS, you can choose the level of heat that is most comfortable for you using the easy handheldcontroller. Simply press the button to choose from warm, low, medium and high heat settings. Each setting is indicated by an LED light so you’re always sure which option is chosen. From small joint aches to deep muscle cramps, our heat pad is able to relieve pain, tension and stress.AUTO OFFAs an added safety feature, the heating pad automatically shuts off after two hours of use. In order to follow proper instructions, the heating pad should be unplugged after every use. It is highly recommended that the pad should not be used while sleeping or without the fleece cover in place.MULTI USEOur pad can be used to ease a variety of aches and pains all over the body. Place the flexible pad over the affected area to relieve knee, hip, shoulder, lumbar or pregnancy pain as well as period cramps, arthritis pain and more. The soothing heat will not only help to melt away pain, but can also ease stress from a long day to relax your mental state.MOISTURE SHEETThis heat pad gives the option for both dry and moist heat with the included moisture sheet. To produce moist heat, simply dampen the flexible foam insert and place inside the plush cover, ensuring it lays completely flat.The combination of moisture and heat will provide deep, penetrating relief to sore muscles, cramps and more.EXTRA LONG CORDThe electrical cord reaches 9 feet for easy use in any resting position. No need to sit on the floor right near an electrical outlet or move furniture to accommodate a short cord. The extra length allows you to sit comfortably on your couch or chair and move the pad freely without worrying about tugging on or damaging the cord.""",,,,"https://www.amazon.com/dp/B001BJT3CK"
"Large Heating Pad for Neck, Shoulders and Back Pain，[38"" x 26""] XXXL Fast Heating Wrap for Cramps Relief, Dry & Moist Heat , 3 Heat Settings, Fast-Heating Technology, Auto Shut-Off Hot Heated Pad","B08BHPXSP1","ZXU","4.5","380","https://images-na.ssl-images-amazon.com/images/I/61LazKM4h5L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B08BHPXSP1"
"Snailax Heating Pad for Back Pain Relief, Large Heat Pads for Cramps, Neck and Shoulders, Electric Heated Pad with Fast Heating and 5 Massage Modes, Auto Shut-Off, Gifts for Men,Women","B07THH7GPV","Snailax","4.1","7082","https://images-na.ssl-images-amazon.com/images/I/71nvVjZ1dBL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B07THH7GPV"
"Zircon Electric Heating Pad for Neck and Shoulders, XX-Large Heating Pad for Back Pain with Auto Off, 4 Temperature Settings, Fast Heating, 24"" x 33"", Brown","B0822CM55W","Zircon","4.3","1999","https://images-na.ssl-images-amazon.com/images/I/61OlBolPZdS.__AC_SX300_SY300_QL70_ML2_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","【Extra Large for Full Coverage】The heat pad measures 24""x33"", offering full and snug coverage along contours of neck, shoulders and back, and delivers penetrating soothing heat to relieve cumulative fatigue, stiffness; The heating range is extended to the neck collar area for more comprehensive care sable XX-Large Electric Heating Pad for Neck and Shoulders, Heating Pad for Back Pain with Auto Off, 4 Temperature Settings, Fast Heating, 24"" x 33"", Brown",,,,"https://www.amazon.com/dp/B0822CM55W"
"Weighted Heating Pad Fast Heated Technology for Back/Waist/Abdomen/Shoulder/Neck Pain and Cramps Relief - Moist and Dry Heat Therapy with Auto-Off Hot Heated Pad by GOQOTOMO (12*24"", Green)","B07XCLGHJ7","GOQOTOMO","4.4","3041","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/81JclMe0JPL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","19.99","https://www.amazon.com/dp/B07XCLGHJ7"
"Sunbeam Heating Pad for Neck & Shoulder Pain Relief, XL Renue, 4 Heat Settings with Auto-Shutoff, Burgundy, 25-Inch x 25-Inch Red Burgundy, 1 Count","B016WK51HS","Sunbeam","4.5","1987","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81Gy3Jw+NRL._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","Surround yourself in warmth while you help soothe away tension and ease pain. The Sunbeam Renue Extra-Large Tension Relief Heat Wrap helps provide direct, relaxing heat therapy to a large area, easing stress in the neck and shoulders.This area-specific electric heating pad combines the benefits of innovative heat therapy with luxurious micromink fabric to offer spa-style moist or dry heat any day of the week. The 4 heat settings provide the level of intensity you need to begin feeling better.This convenient pad also includes 2-hour auto-shutoff and an extra-long power cord so you can move around while you're applying heat.Watts - 65W.",,,,"https://www.amazon.com/dp/B016WK51HS"
"Heating Pad for Full Body Pain Relief, Super Soft and Extra Large, Safe 1.5 Hours Auto Shut Off, 6 Levels Heating Settings, 12 x 24 Inch, Full Body Use, Chestnut","B098JYLHSC","N\B","4.5","2341","https://images-na.ssl-images-amazon.com/images/I/81tSdinu6vS.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","Specification: Size:12inchx24inch in Color: Green Power Supply:Wall Adapter Heat Area: Full Body Material: Flannel Heat Level: 6 Levels Auto-off Timing: 1.5H Features 1.The extra large 12 x 24 Inch heating pad can relieve your pain or soothe your sore muscles in your back, shoulders, waist, legs and arms. 2.The electric heating pad features 6 heat levels (113 Degree F / 45 Degree C-158 Degree F / 70 Degree C). Multiple personalized heat settings can accommodate your different needs offering you the most comfortable enjoyment! 3.Instantly heats up in 30 seconds, providing your efficient use. The 8.5 foot cord wire provides free use in your bed/chair of home or office, allowing you to enjoy the heat therapy session without hindrances 4.200g flannel + 200g non-woven fabrics provides an unparalleled soft and comfortable experience, while the material can be machine-washed and maintains softness and non-deformation for more than 5 years. 5.No Need To Return! The product quality and your satisfaction are . We always stand behind all products, if there are any problems, please feel free to contact us.",,"$","16.99","https://www.amazon.com/dp/B098JYLHSC"
"GOQOTOMO Fast-Heating Electric Heating Pad for Back/Waist/Abdomen/Shoulder/Neck Pain and Cramps Relief - 12 Heat Levels, 8 Timers with Countdown, Stay on, Machine Washable-PW01","B09LM1FVZW","GOQO TOMO","4.3","344","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71+Y+56T-GL._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B09LM1FVZW"
"Large Electric Heating Pad for Back, Shoulder, Neck Pain and Cramps Relief - Soft Comfy Fabric Cushion Heat Pad with Auto Shut Off - Hot Quick Heated Pad - 6 Heat Level and 3 Timer Settings [12""x24""]","B0B7G8XT7P","Keniapu","3.8","7","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/819Np40FKXL.__AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","Is a hot bath or heat pack not enough to relieve your aching muscles? Being physically active makes you prone to body aches. To help relieve the pain, you like to take hot baths. Hot water has always been effective in reducing stiffness in different parts of your body, but your only problem is it cools down fast. While hot cloths or heat packs do a great job of keeping water hot for longer, they are too small to cover a large area, like your back or legs. You have to constantly move your heating device from 1 area to another, which doesn’t help distribute the heat evenly. The Keniapu Heating Pad covers a larger area so you can enjoy even distribution of heat! Our large heating pad heats up quickly and penetrates deeply to help ease stress, tension, and soreness. Aside from helping relieve pain, it can also be used to keep yourself warm before sleep or during the cool months. To use, simply set the pad on the lowest intensity, gradually increasing the heat to where it’s most comfortable. If on high intensity, remove the pad after 15 to 30 minutes to avoid burns. If on a low intensity, the pad can be used for a longer period. What’s great about this heating pad is it is reusable and easy to clean. Just remove the control panel, then toss the pad into the washing machine. Air dry, then store. It folds flat, so it won’t take up a lot of drawer space. Still not convinced? Here are additional reasons to make you love this heating pad: ✅ Portable and travel-friendly ✅ Relieves in seconds ✅ Won’t dry or hurt the skin ✅ Suitable for both moist and dry heat therapy ✅ Safe for daily use Soothe body stiffness and feel more relaxed. Add the Keniapu Heating Pad to your cart TODAY!",,,,"https://www.amazon.com/dp/B0B7G8XT7P"
"Thermalon Microwave Activated Moist Heating Pad for Abdomen, Back and Hip, 9"" x 12"" with pocket","B000E59GTW","Thermalon","4.5","5059","https://m.media-amazon.com/images/I/71+McJGOb3L._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","The Thermalon Moist Heat Pad is made of a soft conforming material that conforms to the body and can be used anywhere for effective soothing pain relief. The Patented Hydro Pearl technology captures moisture from the atmosphere and when microwaved, the absorbed water is released as clean soothing moist heat. The therapy wrap will not support bacteria or fungi like grain or herbal products making them safer and easier to use than gel products. It is beneficial for both home, office and clinical use. The convenient design can be applied directly to the skin without a cover. Thermalon products are washable and reusable. With proper care, they will provide years of relief.",,,,"https://www.amazon.com/dp/B000E59GTW"
"Heating Pad for Neck and Shoulders, 2lb Large Weighted Neck Heating Pad Electric for Neck Shoulder Pain Relief, 6 Heat Settings 4 Auto-Off , Gifts for Women Men Mom Dad, 16""x23"" (Blue)","B09CYRXHB2","NIUONSIX","4.7","1289","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81q4l+dd-YL._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","55.99","https://www.amazon.com/dp/B09CYRXHB2"
"Heating Pad Fast-Heating Technology for Back/Waist/Abdomen/Shoulder/Neck Pain and Cramps Relief - Moist and Dry Heat Therapy with Auto-Off Hot Heated Pad by GOQOTOMO-HF-P","B07X2WNB79","GOQOTOMO","4.5","2334","https://images-na.ssl-images-amazon.com/images/I/71f8Toonj1L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B07X2WNB79"
"OPAUL Heating Pad for Back Pain Relief, Electric Heating Pad for Cramps and Arthritis Relief, Large Heating Pad for Neck and Shoulders, 6 Heat and 3 Timer Levels,12""x24"" Heated Pad for Knee, Menstrual","B09HHKS2FP","OPAUL","4.7","41","https://images-na.ssl-images-amazon.com/images/I/91ypsJ0TSOL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B09HHKS2FP"
